"Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","Satisfaction.Score","Card.Type","Point.Earned"
"Grover",727,"France","Female","26",9,121508.28,1,1,1,146785.44,0,1,"PLATINUM",253
"Milani",559,"Spain","Female","27",1,0,1,0,1,1050.33,0,5,"DIAMOND",658
"Akobundu",545,"Spain","Male","36",8,73211.12,2,1,0,89587.34,1,3,"PLATINUM",472
"Anderson",524,"France","Male","22",9,0,2,1,0,74405.34,0,5,"SILVER",992
"Chien",707,"France","Female","55",1,0,2,0,1,54409.48,0,5,"GOLD",709
"Kennedy",671,"Spain","Male","38",0,92674.94,2,1,0,3647.57,0,4,"SILVER",759
"Castiglione",439,"Spain","Male","52",3,96196.24,4,1,0,198874.52,1,1,"GOLD",397
"Marshall",667,"Germany","Female","36",1,114391.62,1,1,1,53412.54,0,5,"SILVER",874
"Duncan",831,"Germany","Male","32",9,80262.66,1,1,0,194867.78,0,4,"GOLD",590
"Uspenskaya",545,"Spain","Female","33",7,173331.52,1,1,0,150452.88,0,4,"DIAMOND",716
"Thomson",604,"Spain","Female","35",7,147285.52,1,1,1,57807.05,0,5,"PLATINUM",1000
"Calabrese",657,"Spain","Male","67",5,119785.47,2,1,1,107534.32,0,1,"PLATINUM",876
"Herrera",487,"Spain","Female","36",1,140137.15,1,1,0,194073.33,0,2,"DIAMOND",677
"Muse",750,"Germany","Female","52",6,107467.56,1,1,0,126233.18,1,5,"DIAMOND",644
"Marsden",694,"Germany","Female","37",8,98218.04,2,1,0,182354.46,1,3,"GOLD",964
"Artemyeva",711,"Germany","Female","35",2,133607.75,1,1,1,120586.32,0,2,"DIAMOND",352
"McKay",551,"France","Male","37",3,0,2,1,1,50578.4,0,1,"PLATINUM",936
"Chuang",559,"France","Female","38",8,95139.41,1,1,1,86575.46,0,4,"PLATINUM",286
"Nicholls",620,"France","Female","29",3,0,2,0,1,153392.28,0,3,"SILVER",475
"Dennis",660,"Spain","Male","42",5,0,2,1,0,115509.59,0,5,"SILVER",491
"Knight",449,"France","Female","37",6,0,2,1,0,82176.48,0,5,"DIAMOND",599
"Webb",703,"Germany","Female","26",1,97331.19,1,1,0,63717.49,0,5,"DIAMOND",425
"Pugliesi",795,"Germany","Male","37",2,139265.63,2,1,1,198745.94,0,1,"PLATINUM",504
"Nebechukwu",594,"France","Female","31",9,0,1,0,1,5719.11,0,5,"GOLD",365
"Ward",586,"Spain","Male","34",5,168094.01,1,0,0,20058.61,0,3,"GOLD",287
"Nixon",613,"Germany","Female","30",5,131563.88,2,1,0,170638.98,0,2,"GOLD",583
"Chidubem",601,"France","Male","44",3,0,2,1,0,30607.11,0,4,"SILVER",319
"Rivers",657,"France","Male","50",9,0,2,0,0,37171.46,0,4,"GOLD",971
"Sochima",531,"France","Male","31",3,0,1,1,1,42589.33,0,1,"DIAMOND",241
"Heydon",621,"Germany","Male","47",7,107363.29,1,1,1,66799.28,0,5,"DIAMOND",801
"Lombardo",782,"France","Female","33",2,94493.03,1,0,1,101866.39,0,3,"PLATINUM",324
"Holland",528,"Germany","Female","29",9,170214.23,2,1,0,49284,0,3,"GOLD",940
"Tien",696,"France","Male","52",6,139781.06,1,1,0,27445.4,1,3,"DIAMOND",457
"Bryant",586,"France","Female","35",7,0,2,1,0,70760.69,0,4,"PLATINUM",481
"Hao",626,"Spain","Female","26",8,148610.41,3,0,1,104502.02,1,5,"PLATINUM",410
"Genovesi",498,"France","Male","73",2,170241.7,2,1,1,165407.96,0,2,"GOLD",539
"Kovalev",691,"France","Female","33",1,128306.83,1,1,1,113580.79,0,2,"PLATINUM",459
"Hsieh",568,"France","Female","47",7,0,2,1,1,45978.39,0,2,"GOLD",845
"Debellis",715,"France","Female","35",3,0,1,1,1,152012.36,0,4,"GOLD",917
"Chibueze",680,"Germany","Male","32",7,175454,1,0,1,77349.92,0,2,"PLATINUM",772
"Padovano",802,"Spain","Male","41",6,0,2,1,0,47322.05,0,2,"DIAMOND",340
"Yen",539,"France","Female","22",0,100885.93,2,1,1,38772.65,0,5,"GOLD",725
"Kibble",494,"France","Male","69",9,93320.8,1,1,1,24489.44,0,2,"SILVER",366
"Lori",594,"Germany","Male","38",6,63176.44,2,1,1,14466.08,0,4,"GOLD",890
"Enemuo",596,"France","Male","33",2,139451.67,1,0,0,63142.12,0,4,"PLATINUM",640
"Lu",649,"France","Female","52",8,49113.75,1,1,0,41858.43,0,1,"SILVER",673
"Nebeolisa",699,"Germany","Male","32",1,123906.22,3,1,1,127443.82,1,1,"SILVER",896
"Stewart",787,"France","Female","40",6,0,2,1,1,84151.98,0,3,"SILVER",598
"Ward",604,"France","Male","28",7,0,2,0,0,58595.64,0,3,"SILVER",223
"Milanesi",489,"Germany","Female","52",1,131441.51,1,1,0,37240.11,1,4,"GOLD",980
"Chikwado",651,"France","Male","56",2,0,1,1,0,114522.68,1,4,"GOLD",327
"Douglas",698,"France","Male","57",6,136325.48,2,1,1,72549.27,1,2,"DIAMOND",687
"Sal",578,"Germany","Female","38",4,113150.44,2,1,0,176712.59,1,4,"GOLD",502
"Douglas",538,"Spain","Female","42",9,0,1,0,0,152855.96,0,4,"SILVER",641
"Yates",696,"France","Female","33",4,0,2,1,1,73371.65,0,3,"PLATINUM",348
"Watt",507,"Germany","Female","46",8,102785.16,1,1,1,70323.68,0,1,"GOLD",633
"P'an",685,"Spain","Male","34",6,83264.28,1,0,0,9663.28,0,5,"GOLD",449
"H?",705,"Germany","Male","41",4,72252.64,2,1,1,142514.66,0,2,"GOLD",710
"Perry",499,"Germany","Female","29",6,148051.52,1,1,0,118623.94,0,4,"PLATINUM",662
"Lavrov",717,"France","Female","76",9,138489.66,1,1,1,68400.14,0,2,"GOLD",860
"Chiekwugo",510,"France","Male","63",8,0,2,1,1,115291.86,0,2,"SILVER",960
"Macdonald",632,"France","Male","32",6,111589.33,1,1,1,170382.99,0,4,"DIAMOND",782
"Jenkins",668,"Germany","Female","39",0,122104.79,1,1,0,112946.67,1,5,"DIAMOND",749
"Korovina",744,"Germany","Male","32",4,96106.83,1,1,1,79812.77,0,5,"DIAMOND",520
"Manning",663,"Germany","Male","42",7,115930.87,1,1,0,19862.78,0,4,"DIAMOND",809
"Wilson",638,"Germany","Female","37",7,124513.66,2,1,0,158610.89,0,4,"PLATINUM",705
"Begum",688,"France","Female","54",9,0,1,1,0,191212.63,1,5,"GOLD",746
"Ingrassia",588,"Spain","Male","46",8,0,1,1,0,61931.21,0,5,"GOLD",950
"Maclean",631,"France","Male","33",7,0,1,1,1,58043.02,1,2,"SILVER",715
"Olejuru",687,"Spain","Male","35",8,100988.39,2,1,0,22247.27,0,2,"SILVER",594
"Enyinnaya",599,"France","Male","44",10,118577.24,1,1,1,31448.52,0,2,"SILVER",785
"Watson",718,"Spain","Male","28",6,0,2,1,0,146875.86,0,4,"DIAMOND",319
"Langdon",730,"France","Male","27",5,0,2,1,1,116081.93,0,3,"GOLD",480
"Frolov",533,"France","Female","39",2,0,1,0,1,73669.94,1,2,"GOLD",285
"Chikezie",711,"Spain","Female","28",5,0,2,1,1,93959.96,0,3,"DIAMOND",979
"Zetticci",555,"Spain","Female","26",9,0,2,0,1,158918.03,0,3,"SILVER",554
"Yang",850,"France","Female","42",9,113311.11,1,1,1,198193.75,0,1,"SILVER",988
"Lin",678,"France","Female","41",9,0,1,0,0,13160.03,0,5,"DIAMOND",911
"Goddard",576,"France","Male","32",7,0,2,1,0,4660.91,0,5,"PLATINUM",722
"Rogers",835,"Germany","Male","20",4,124365.42,1,0,0,180197.74,1,3,"GOLD",812
"Zubareva",592,"France","Male","42",1,147249.29,2,1,1,63023.02,0,2,"GOLD",638
"Onochie",774,"France","Male","36",7,103688.19,1,0,1,118971.74,0,1,"SILVER",275
"Ts'ui",620,"France","Female","29",1,138740.24,2,0,0,154700.61,0,2,"SILVER",271
"Newsom",519,"Spain","Male","39",4,111900.14,1,1,1,97577.17,0,2,"PLATINUM",377
"Genovese",734,"Spain","Female","37",0,152760.24,1,1,1,48990.5,0,4,"DIAMOND",763
"Thorpe",763,"Germany","Male","31",7,143966.3,2,1,1,140262.96,1,4,"DIAMOND",647
"Horton",733,"France","Male","51",10,141556.96,1,1,0,130189.53,0,3,"SILVER",800
"Williamson",650,"France","Female","43",6,0,2,1,1,16301.91,0,1,"GOLD",489
"Shoobridge",538,"France","Female","33",5,0,2,1,0,126962.41,0,3,"DIAMOND",290
"Peng",577,"France","Female","46",1,0,1,1,1,158750.53,0,4,"SILVER",800
"Gray",792,"France","Male","30",8,0,2,1,0,199644.2,0,5,"SILVER",630
"Watson",686,"France","Female","41",10,0,1,1,1,144272.71,1,5,"GOLD",875
"Fyodorova",589,"France","Male","29",2,0,2,0,1,98320.27,0,5,"DIAMOND",885
"Bazhenov",530,"France","Male","25",9,162560.32,1,1,0,64129.03,0,5,"SILVER",451
"Solomon",778,"Germany","Female","29",7,123229.46,1,1,0,181221.09,0,3,"PLATINUM",977
"Layh",616,"Spain","Male","31",7,76665.71,2,1,1,163809.08,0,3,"GOLD",468
"John",550,"France","Male","38",9,140278.99,3,1,1,171457.06,1,5,"GOLD",230
"Tuan",655,"France","Female","51",3,0,2,0,1,15801.02,0,1,"SILVER",629
"Slattery",721,"France","Male","46",1,115764.32,2,0,0,102950.79,0,3,"DIAMOND",804
"Onyekachi",499,"Germany","Male","36",5,131142.53,2,1,0,174918.46,0,5,"PLATINUM",941
"Genovese",511,"France","Male","45",5,68375.27,1,1,0,193160.25,1,1,"DIAMOND",351
"Daniels",579,"Germany","Female","39",5,117833.3,3,0,0,5831,1,3,"GOLD",778
"Caldwell",696,"Spain","Female","36",7,0,2,1,1,82298.59,0,3,"PLATINUM",291
"Chiemenam",681,"France","Male","34",7,0,2,0,0,130686.59,0,4,"DIAMOND",742
"Wanliss",815,"France","Male","45",7,0,1,0,1,52885.23,1,5,"SILVER",666
"Bruce",681,"Spain","Male","30",2,111093.01,1,1,0,68985.99,0,5,"PLATINUM",691
"Wright",641,"Spain","Male","42",9,132657.55,1,1,0,35367.19,0,3,"GOLD",351
"Fang",591,"France","Female","56",9,128882.49,1,1,1,196241.94,1,2,"DIAMOND",658
"Eames",565,"Germany","Male","59",9,69129.59,1,1,1,170705.53,0,5,"PLATINUM",558
"Sutherland",487,"France","Male","37",6,0,2,1,1,126477.41,0,2,"SILVER",701
"Cavenagh",729,"France","Male","39",4,121404.64,1,1,1,159618.17,0,3,"GOLD",797
"Dumetolisa",505,"Spain","Female","45",9,131355.3,3,1,0,195395.33,1,2,"PLATINUM",661
"Mackay",580,"France","Female","35",1,102097.33,1,0,1,168285.85,0,4,"DIAMOND",778
"Dellucci",642,"France","Male","40",1,154863.15,1,1,1,138052.51,0,4,"SILVER",716
"Kenyon",850,"Spain","Female","41",3,99945.93,2,1,0,71179.31,0,2,"GOLD",252
"Parry",616,"Germany","Male","39",2,121704.32,2,1,0,55556.3,0,4,"PLATINUM",346
"Kennedy",526,"Spain","Female","43",3,0,2,1,0,31705.19,0,5,"PLATINUM",989
"Arnott",523,"Germany","Male","35",8,138782.76,1,1,1,186118.93,0,4,"DIAMOND",249
"Hanson",663,"France","Male","35",9,0,2,1,1,195580.28,0,2,"DIAMOND",569
"T'ao",840,"France","Male","30",8,136291.71,1,1,0,54113.38,0,3,"PLATINUM",938
"Shen",570,"Germany","Male","42",0,107856.57,2,1,0,127528.84,0,3,"PLATINUM",628
"Steere",676,"Germany","Female","26",1,108348.66,1,0,0,60231.74,1,4,"SILVER",244
"Abbott",689,"France","Male","47",1,93871.95,3,1,0,156878.42,1,4,"DIAMOND",334
"Sutherland",703,"Spain","Female","45",1,0,1,1,0,182784.11,1,2,"SILVER",919
"Thurgood",491,"Germany","Male","19",2,125860.2,1,0,0,129690.5,0,2,"SILVER",894
"Johnson",584,"France","Male","49",8,172713.44,1,1,0,113860.81,0,2,"DIAMOND",475
"Lung",810,"France","Female","51",5,0,2,0,1,184524.74,0,1,"DIAMOND",527
"Cocci",745,"Spain","Female","59",8,0,1,1,1,36124.98,0,2,"DIAMOND",949
"Matveyeva",625,"France","Female","39",3,130786.92,1,0,1,121316.07,0,2,"DIAMOND",650
"Moore",535,"France","Female","29",2,112367.34,1,1,0,185630.76,0,2,"PLATINUM",989
"Yobachukwu",729,"Spain","Female","45",7,91091.06,2,1,0,71133.12,0,1,"PLATINUM",632
"Fleming",655,"France","Female","26",7,106198.5,1,0,1,32020.42,0,3,"DIAMOND",961
"Dickinson",751,"France","Male","47",5,142669.93,2,1,0,162760.96,0,3,"PLATINUM",627
"Evseyev",525,"France","Male","33",1,112833.35,1,0,1,175178.56,0,3,"PLATINUM",590
"Aksenov",532,"France","Female","40",5,0,2,0,1,177099.71,0,4,"DIAMOND",712
"Fleming",696,"Spain","Female","43",4,0,2,1,1,66406.37,0,4,"DIAMOND",678
"Ulyanov",786,"Germany","Female","32",2,104336.43,2,0,0,59559.81,0,3,"GOLD",240
"Summers",580,"France","Male","55",6,104305.74,1,0,1,175750.21,0,5,"GOLD",432
"Clements",596,"Germany","Male","47",5,140187.1,2,1,1,174311.3,0,1,"PLATINUM",281
"Kazakova",683,"France","Male","39",4,0,2,1,0,171716.81,0,2,"GOLD",913
"Pirozzi",747,"France","Female","45",1,114959.12,1,1,0,189362.39,1,1,"DIAMOND",727
"Jamieson",602,"France","Male","33",5,164704.38,1,0,1,180716.1,1,1,"SILVER",342
"Ferri",779,"France","Male","62",10,119096.55,1,0,1,116977.89,0,1,"GOLD",644
"Mai",551,"France","Male","31",1,0,2,1,1,185105.44,0,4,"SILVER",275
"Hannaford",666,"France","Male","47",2,0,1,1,0,35046.97,1,4,"GOLD",354
"Fomin",526,"Spain","Male","30",8,0,1,1,0,36251,0,3,"DIAMOND",268
"Mahon",849,"France","Female","41",9,115465.28,1,1,0,103174.5,0,3,"GOLD",623
"Shaw",471,"France","Female","27",4,0,2,1,0,122642.09,0,4,"PLATINUM",346
"Volkova",628,"Spain","Male","43",3,184926.61,1,1,0,122937.57,0,4,"GOLD",642
"Miles",674,"Germany","Male","43",8,85957.88,2,1,0,8757.39,0,4,"GOLD",840
"Madison",797,"France","Male","32",10,114084.6,1,0,1,125782.29,0,1,"SILVER",543
"Scott",590,"Spain","Female","29",2,166930.76,2,1,0,122487.73,0,3,"SILVER",768
"Voss",588,"France","Female","27",8,0,1,1,0,20066.38,0,5,"DIAMOND",367
"Colebatch",577,"France","Male","29",7,0,2,1,1,55473.15,0,5,"GOLD",488
"Wilson",571,"France","Female","38",6,107193.82,2,0,0,38962.94,0,4,"PLATINUM",670
"T'ang",680,"France","Male","36",3,116275.12,1,1,1,63795.8,0,4,"GOLD",883
"Gibson",648,"Spain","Female","27",7,0,2,1,1,163060.43,0,3,"DIAMOND",983
"Hs?eh",618,"France","Male","39",2,91068.56,1,1,0,26578.69,0,2,"GOLD",244
"Pan",648,"Germany","Male","41",5,123049.21,1,0,1,5066.76,0,3,"DIAMOND",946
"Chikelu",759,"France","Female","39",6,0,2,1,1,140497.67,0,4,"SILVER",500
"Allan",585,"France","Male","40",7,0,2,0,0,146156.98,0,4,"SILVER",270
"Yefremova",774,"France","Female","42",3,137781.65,1,0,0,199316.19,0,1,"SILVER",879
"Chuang",697,"Germany","Female","48",2,108128.96,2,1,1,103944.37,0,3,"SILVER",980
"Fan",605,"Spain","Male","39",10,105317.73,2,1,0,138021.36,0,1,"PLATINUM",798
"Dellucci",676,"France","Male","20",1,80569.73,1,0,0,68621.98,0,3,"DIAMOND",381
"Garran",678,"France","Female","22",4,174852.89,1,1,1,28149.06,0,3,"PLATINUM",333
"Moretti",495,"Spain","Female","45",3,89158.94,3,1,0,135169.76,1,1,"PLATINUM",284
"Yao",787,"France","Female","85",10,0,2,1,1,116537.96,0,2,"GOLD",542
"Lucchesi",770,"France","Male","36",2,89800.14,1,1,1,105922.69,0,1,"SILVER",676
"Nkemdilim",817,"Germany","Male","45",9,101207.75,1,0,0,88211.12,1,2,"SILVER",847
"Anderson",659,"France","Male","43",1,106086.42,2,1,0,26900.63,0,5,"GOLD",748
"Sagese",693,"France","Male","21",1,0,2,1,1,3494.02,0,3,"PLATINUM",931
"Rubensohn",744,"France","Male","47",9,0,2,1,0,113163.17,0,2,"PLATINUM",743
"Baldwin",829,"Spain","Female","26",8,101440.36,2,1,1,19324.5,0,5,"DIAMOND",596
"Iqbal",716,"France","Male","38",4,0,2,1,0,189678.7,0,3,"GOLD",756
"Monaldo",671,"France","Male","34",7,106603.74,2,1,1,26387.71,0,4,"GOLD",303
"Mahon",835,"Germany","Female","29",10,130420.2,2,0,0,106276.55,0,5,"DIAMOND",349
"Muir",636,"France","Female","38",1,0,1,1,0,45015.38,0,3,"DIAMOND",360
"Burns",649,"Spain","Male","29",2,45022.23,1,1,1,173495.77,0,4,"PLATINUM",595
"Dyer",621,"Germany","Male","27",1,74298.43,1,1,1,52581.96,0,5,"PLATINUM",281
"Lyons",658,"Germany","Female","31",3,133003.03,1,0,1,146339.27,1,3,"SILVER",879
"H?",784,"Spain","Male","48",7,0,2,1,1,182609.97,0,1,"DIAMOND",354
"Gardiner",783,"Spain","Female","37",1,136689.66,1,1,0,197890.65,0,1,"GOLD",412
"Cameron",615,"France","Male","32",4,0,2,1,1,6225.63,0,4,"GOLD",294
"Chapman",791,"France","Female","44",5,0,2,1,1,123977.86,1,2,"PLATINUM",430
"Taylor",762,"France","Male","53",1,102520.37,1,1,1,170195.4,0,2,"SILVER",876
"Namatjira",607,"France","Male","35",2,0,2,1,1,114190.3,0,3,"SILVER",680
"He",601,"France","Female","34",5,0,2,1,0,27022.57,0,3,"PLATINUM",498
"Leibius",540,"Spain","Male","67",1,88382.01,1,0,1,59457,0,4,"GOLD",409
"White",812,"France","Male","44",4,115049.15,2,1,0,165038.41,0,2,"DIAMOND",223
"Wall",685,"France","Male","58",1,104796.54,1,1,1,154181.41,0,3,"GOLD",673
"Moretti",680,"France","Male","33",1,123082.08,1,1,0,134960.98,0,5,"GOLD",302
"Patterson",680,"Spain","Female","58",8,0,2,1,1,65708.5,0,5,"GOLD",743
"Coppin",631,"France","Female","33",8,0,2,0,0,117374.22,0,5,"PLATINUM",970
"Tsao",569,"France","Female","43",7,0,2,1,1,77703.19,0,2,"SILVER",271
"Kao",584,"Germany","Male","33",3,88311.48,2,1,1,177651.38,0,1,"SILVER",882
"Stewart",582,"France","Female","40",9,0,3,1,1,60954.45,0,2,"SILVER",645
"Tuan",609,"France","Male","32",7,71872.19,1,1,1,151924.9,0,2,"SILVER",484
"Barnes",506,"Spain","Male","35",6,110046.93,2,1,0,26318.73,0,1,"GOLD",606
"Sun",503,"France","Male","42",8,104430.08,1,1,1,147557.71,0,5,"GOLD",759
"Fallaci",503,"France","Female","28",5,0,2,1,0,125918.17,0,2,"PLATINUM",868
"Buccho",806,"Germany","Male","31",10,138653.51,1,1,0,190803.37,0,3,"GOLD",662
"Tien",653,"France","Female","31",7,102575.04,1,1,1,11043.54,0,5,"GOLD",283
"Pirozzi",666,"France","Male","43",7,137780.74,2,1,1,119100.05,1,3,"SILVER",817
"Liu",674,"Spain","Male","32",2,0,2,1,0,140579.17,0,1,"DIAMOND",787
"Long",798,"France","Male","32",7,0,2,0,1,37731.95,0,4,"GOLD",856
"Scott",740,"France","Female","30",8,105209.54,1,1,0,1852.58,0,4,"SILVER",814
"Gerasimova",531,"Germany","Female","32",0,109570.21,2,1,1,172049.84,0,3,"GOLD",584
"Ifeatu",614,"Germany","Female","44",6,118715.86,1,1,0,133591.11,1,2,"DIAMOND",704
"De Luca",556,"France","Male","35",10,0,2,1,1,192751.18,0,4,"GOLD",570
"Ogbonnaya",678,"Germany","Female","43",2,153393.18,2,1,1,193828.27,0,1,"GOLD",274
"Humffray",587,"Germany","Male","33",6,132603.36,1,1,0,55775.72,0,1,"SILVER",479
"Degtyaryov",527,"Spain","Female","36",6,0,2,1,1,102280.29,0,5,"DIAMOND",823
"Monaldo",757,"Germany","Female","34",1,129398.01,2,0,0,44965.44,0,4,"PLATINUM",276
"Cawthorne",468,"Spain","Male","28",3,0,2,1,0,170661.02,0,2,"GOLD",306
"Graham",693,"France","Male","29",2,151352.74,1,0,0,197145.89,0,1,"PLATINUM",248
"Carpenter",483,"France","Female","44",5,136836.49,1,1,0,192359.9,1,1,"SILVER",853
"Kambinachi",466,"France","Male","40",4,91592.06,1,1,0,141210.18,1,1,"SILVER",977
"Tyler",770,"France","Female","30",8,0,2,1,0,100557.03,0,5,"SILVER",417
"Martin",734,"France","Female","54",3,0,1,1,0,130805.54,1,4,"SILVER",505
"Walker",716,"France","Female","22",8,0,2,1,1,92606.98,0,2,"SILVER",655
"Khan",439,"France","Male","36",2,165536.28,2,1,1,123956.83,0,3,"DIAMOND",877
"Iroawuchi",538,"Germany","Male","25",5,62482.95,1,1,1,102758.43,0,2,"GOLD",933
"Summers",743,"France","Male","40",8,68155.59,1,1,0,94876.65,0,1,"GOLD",413
"Bottrill",734,"Spain","Female","43",3,55853.33,2,0,1,94811.85,1,1,"PLATINUM",263
"Hu",656,"France","Male","37",2,0,2,0,1,67840.81,0,2,"SILVER",436
"Jones",666,"France","Female","31",2,79589.43,1,0,0,4050.57,0,5,"DIAMOND",569
"Vincent",627,"Spain","Male","41",5,100880.76,1,0,1,134665.25,0,4,"GOLD",395
"Sanford",480,"Germany","Female","25",3,174330.35,2,0,0,181647.13,0,1,"DIAMOND",425
"Brown",792,"France","Male","19",7,143390.51,1,1,0,33282.84,0,4,"DIAMOND",391
"Lei",613,"Germany","Male","59",8,91415.76,1,0,0,27965,1,2,"DIAMOND",422
"Toscani",476,"Germany","Male","30",3,134366.42,1,1,0,68343.53,0,4,"GOLD",709
"Chien",539,"France","Female","24",3,0,2,1,1,198161.07,0,4,"PLATINUM",449
"Uchenna",696,"Spain","Male","60",8,88786.81,1,1,1,196858.4,0,1,"PLATINUM",628
"Lori",810,"Germany","Male","35",3,96814.46,2,1,1,120511.03,0,1,"GOLD",275
"Fanucci",763,"Germany","Male","32",9,160680.41,1,1,0,30886.35,0,3,"DIAMOND",600
"Chimaobim",640,"France","Female","29",3,0,2,1,0,2743.69,0,1,"SILVER",956
"Jowers",655,"France","Female","47",10,0,2,1,0,167778.62,0,2,"SILVER",989
"Miller",526,"Germany","Male","31",5,145537.21,1,1,0,132404.64,0,2,"GOLD",537
"Kirsova",678,"France","Female","28",4,0,2,1,1,144423.17,1,5,"PLATINUM",772
"T'ien",554,"France","Female","45",6,0,2,1,1,181204.5,0,3,"DIAMOND",802
"Ku",597,"Spain","Female","30",2,119370.11,1,1,1,182726.22,1,4,"SILVER",851
"Chin",560,"Spain","Female","28",1,0,2,1,1,120880.72,0,3,"SILVER",451
"Law",850,"Germany","Female","47",10,134381.52,1,0,0,26812.89,1,4,"DIAMOND",252
"Chung",546,"Germany","Female","74",8,114888.74,2,1,1,66732.63,1,1,"PLATINUM",562
"Cockrum",623,"Germany","Male","42",1,149332.48,2,1,0,100834.22,0,4,"DIAMOND",320
"Greaves",698,"France","Female","40",7,105061.74,3,1,0,107815.31,1,1,"DIAMOND",448
"Grant",620,"France","Male","32",7,0,2,1,1,34665.79,0,3,"PLATINUM",479
"O'Donnell",619,"France","Female","40",10,0,1,1,1,147093.84,1,3,"DIAMOND",298
"Maclean",561,"France","Male","21",4,0,1,1,1,36942.35,0,3,"DIAMOND",699
"Hsieh",753,"France","Female","39",7,155062.8,1,1,1,16460.77,0,3,"GOLD",674
"Hs?",721,"Spain","Male","43",3,88798.34,1,0,0,45610.63,0,2,"GOLD",592
"Mazzanti",451,"France","Male","33",6,0,2,1,0,184954.11,0,3,"GOLD",268
"Chiu",680,"Germany","Female","51",5,143139.87,1,0,0,47795.43,1,1,"DIAMOND",338
"Reeves",590,"Spain","Female","23",7,0,2,1,0,196789.9,0,1,"SILVER",469
"Castiglione",634,"Germany","Male","27",3,107027.52,1,1,0,173425.68,0,1,"PLATINUM",610
"Ferguson",676,"France","Male","29",4,140720.93,1,1,0,36221.18,0,5,"PLATINUM",439
"Nnamdi",642,"France","Male","30",8,80964.57,2,1,0,174738.2,0,4,"PLATINUM",270
"Wu",760,"France","Male","39",6,178585.46,1,1,0,67131.3,1,3,"DIAMOND",790
"Chu",736,"Spain","Female","26",4,135889.13,1,1,1,165692.03,0,4,"PLATINUM",253
"King",656,"France","Male","43",7,134919.85,1,1,0,194691.95,0,1,"DIAMOND",421
"Charlton",776,"Germany","Male","33",8,115130.34,1,0,0,129525.5,1,4,"GOLD",658
"Marsh",832,"Spain","Female","34",6,138190.13,2,0,1,146511.2,0,2,"PLATINUM",424
"Walker",631,"Germany","Male","37",9,131519.49,2,1,1,51752.18,0,1,"SILVER",404
"Chang",795,"Spain","Female","56",5,0,1,1,0,35418.69,1,5,"PLATINUM",675
"Pottinger",648,"Germany","Female","39",3,126935.98,2,0,1,57995.74,0,1,"PLATINUM",693
"Buckley",615,"France","Male","39",4,133707.09,1,1,1,108152.75,0,5,"PLATINUM",358
"Folliero",682,"France","Female","27",1,97893.2,1,1,0,166144.98,0,5,"DIAMOND",635
"Olisanugo",694,"France","Male","34",5,127900.03,1,1,0,101737.8,0,5,"GOLD",325
"Kent",694,"France","Male","37",10,143835.47,1,0,1,33326.71,0,1,"PLATINUM",992
"Jessop",607,"France","Male","44",0,0,2,1,1,81140.09,0,4,"DIAMOND",430
"Hodge",664,"France","Male","48",10,0,1,1,0,140173.17,1,1,"PLATINUM",495
"Ignatiev",756,"France","Male","60",2,0,1,1,1,166513.49,1,3,"DIAMOND",858
"Chambers",645,"France","Female","40",3,129596.77,1,1,1,103232.6,0,4,"SILVER",897
"Mansom",653,"Spain","Male","30",4,0,2,1,0,120736.04,0,5,"DIAMOND",739
"Yen",710,"Germany","Female","24",2,110407.44,2,0,0,15832.43,1,4,"SILVER",993
"Azikiwe",697,"France","Female","76",7,0,2,0,1,188772.45,0,3,"DIAMOND",733
"Allen",619,"Germany","Female","41",8,142015.76,2,1,0,114323.66,0,5,"DIAMOND",222
"Komarova",648,"Spain","Male","55",1,81370.07,1,0,1,181534.04,0,4,"PLATINUM",564
"Mackay",482,"Germany","Female","48",2,69329.47,1,0,0,102640.52,1,5,"DIAMOND",910
"Yu",548,"France","Female","28",8,116755.5,2,1,1,158585.17,1,1,"GOLD",519
"Curtis",752,"Spain","Male","44",6,83870.33,1,1,0,178722.24,0,3,"SILVER",238
"Fang",648,"France","Female","39",6,130694.89,2,1,1,153955.38,1,2,"DIAMOND",912
"Page",643,"Spain","Female","34",8,117451.47,1,1,0,65374.86,0,2,"DIAMOND",531
"Olisaemeka",573,"Germany","Female","35",9,206868.78,2,0,1,102986.15,0,3,"SILVER",940
"Brennan",686,"France","Female","39",3,111695.62,1,0,0,136643.84,0,4,"DIAMOND",408
"Sutton",644,"France","Female","40",9,137285.26,4,1,0,77063.63,1,3,"GOLD",444
"Hyde",702,"France","Female","29",6,149218.39,1,1,1,9633.01,0,3,"DIAMOND",739
"Nkemakolam",652,"France","Male","51",7,0,2,0,1,43496.36,0,5,"PLATINUM",749
"Chimaijem",641,"Spain","Male","32",7,0,2,1,1,24267.28,0,4,"GOLD",652
"Sung",692,"Germany","Female","41",8,130701.29,1,1,0,59354.24,1,2,"SILVER",235
"Chiganu",574,"Spain","Male","34",5,0,2,0,0,28269.86,0,5,"DIAMOND",626
"Beneventi",643,"France","Female","31",3,167949.48,1,1,0,143162.34,0,2,"GOLD",906
"Esposito",834,"France","Male","23",4,131254.81,1,1,0,20199.3,0,4,"SILVER",675
"Owen",591,"France","Male","28",5,0,2,1,1,48606.92,0,4,"SILVER",916
"Smalley",470,"Spain","Male","34",9,0,2,0,1,89013.67,0,4,"DIAMOND",568
